username,user_metrics,location,text,created_at,id,lang,metrics,republican,clean_text,sentiment,,,,
HealnLuvHistory,"{'followers_count': 5, 'following_count': 1, 'tweet_count': 11904, 'listed_count': 0}",,"In the 1980s Japan owned ⤵️
Did Republicans bitch then?

40.8 Million acres of US soil ⤵️
Do Republicans bitch about this?

China owns 192,000 acres and Republicans go crazy af!

If China wanted to poison us they'd do it on the DL not w/something we could identify to them 🙄 https://t.co/jeltHPTyaK",2023-02-03 22:18:40+00:00,45088,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'impression_count': 4}",TRUE,in the s japan own do republicans bitch then million acre of we soil do republicans bitch about thischina own   acre and republicans go crazy afif china want to poison we they would do it on the dl not wsomethe we could identify to they   ,['negative'],,,,
DavMicRot,"{'followers_count': 99753, 'following_count': 111, 'tweet_count': 57574, 'listed_count': 1278}",New York,"It is messed-up that Republicans kicked a minority, Muslim woman off of her committee simply because she is a minority, Muslim woman, it undermines the basic ideal of representative democracy ...",2023-02-03 22:18:38+00:00,80384,en,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 2, 'quote_count': 0, 'impression_count': 74}",TRUE,it be messedup that republicans kick a minority muslim woman off of her committee simply because she be a minority muslim woman it undermine the basic ideal of representative democracy ,['negative'],,,,
ancheta67,"{'followers_count': 756, 'following_count': 1079, 'tweet_count': 4954, 'listed_count': 0}",Utah,"@PhantomGirl007 @nathaliejacoby1 That would be a hard press, especially with the republicans going after “entitlements”. There’s a real need in your state, contact your congressman and senator. Sometimes doing it by state gets the conservation going nationally.",2023-02-03 22:18:37+00:00,41249,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 2}",TRUE,   that would be a hard press especially with the republicans go after entitlement there s a real need in your state contact your congressman and senator sometimes do it by state get the conservation go nationally ,['negative'],,,,
HabeckKandy,"{'followers_count': 40, 'following_count': 87, 'tweet_count': 114, 'listed_count': 0}",,"@SenatorRomney DO NOT TRST MITTENS ROMNEY , he is a DEMOCRATIC COMMUNIST ! He wears Republican Clothes BUT HE LIES !",2023-02-03 22:18:34+00:00,6625,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'impression_count': 0}",TRUE,  do not trst mitten romney   he be a democratic communist   he wear republican clothe but he lie ,['negative'],,,,
Saweet0,"{'followers_count': 6, 'following_count': 86, 'tweet_count': 19, 'listed_count': 0}",,"@IlhanMN Israel is a country and not a religion , when Netanyahu threatened Washington during the Clinton Era the Republicans gave him a podium on capital hill , so yes your on the right path of history and the powers of evil will never yield but good always prevails.",2023-02-03 22:18:34+00:00,81569,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  israel be a country and not a religion   when netanyahu threaten washington during the clinton era the republicans give he a podium on capital hill   so yes your on the right path of history and the power of evil will never yield but good always prevail ,['negative'],,,,
KithKyubi,"{'followers_count': 3845, 'following_count': 1225, 'tweet_count': 44316, 'listed_count': 25}",Pennsylvania,@Burned_Pain About how they own/carry in defense against Republican/conservative/nazis,2023-02-03 22:18:34+00:00,96641,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  about how they owncarry in defense against republicanconservativenazi ,['positive'],,,,
3mc3,"{'followers_count': 380, 'following_count': 677, 'tweet_count': 8252, 'listed_count': 0}",,@SykesCharlie Republican congresspeople have tiny pins.,2023-02-03 22:18:32+00:00,71008,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,  republican congresspeople have tiny pin ,['negative'],,,,
tyronebiggums47,"{'followers_count': 10, 'following_count': 54, 'tweet_count': 1573, 'listed_count': 0}",,"Republicans in Congress say that @Santos4Congress was elected by voters even though 78% of the same voters want him removed because of his fraudulent lies….

So @POTUS won his election and doesn’t need to be removed using their argument of voter fraud",2023-02-03 22:18:30+00:00,86245,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,republicans in congress say that   be elect by voter even though   of the same voter want he remove because of his fraudulent liesso   win his election and do not need to be remove use their argument of voter fraud ,['negative'],,,,
S_MChicken,"{'followers_count': 28, 'following_count': 132, 'tweet_count': 2893, 'listed_count': 2}",Texas,"@AlanMoreau44 @Doembon @JackPosobiec I can tell you're really broken up about it while you're using it to rip Republicans. Black people won't like you more for it, sorry bro.",2023-02-03 22:18:29+00:00,3041,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,    I can tell you be really break up about it while you be use it to rip republicans black people will not like you more for it sorry bro ,['negative'],,,,
Marin53011608,"{'followers_count': 8, 'following_count': 216, 'tweet_count': 199, 'listed_count': 1}",,"JUST IN: After a sixth vote and still no speaker, the House adjourns until 8 p.m. ET. Republicans are huddling to try to hammer out a break to the impasse.
House adjourns again without electing a speaker with McCarthy's bid in peril",2023-02-03 22:18:28+00:00,41185,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,just in after a sixth vote and still no speaker the house adjourn until   pm et republicans be huddle to try to hammer out a break to the impassehouse adjourn again without elect a speaker with mccarthy bid in peril ,['negative'],,,,
zenitsudragon,"{'followers_count': 82, 'following_count': 79, 'tweet_count': 5403, 'listed_count': 2}",Michigan,"@CorneliusMary @jbraunstein914 @briebriejoy Not as worthless as your party that can't control two ppl lol. You controlled the house, senate and the presidency and still couldn't do anything lol. You couldn't even defeat Trump and the Republican party because you have no ideals.",2023-02-03 22:18:28+00:00,79584,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 2}",TRUE,    not as worthless as your party that can not control two ppl lol you control the house senate and the presidency and still could not do anything lol you could not even defeat trump and the republican party because you have no ideal ,['positive'],,,,
Lilha1050,"{'followers_count': 363, 'following_count': 1079, 'tweet_count': 46244, 'listed_count': 2}",Colorado,@votetimscott @SarahHuckabee Normalcy? Republicans don’t offer normalcy…they do condone insurrection…you included…fuck off,2023-02-03 22:18:27+00:00,4352,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,   normalcy republicans do not offer normalcythey do condone insurrectionyou includedfuck off ,['negative'],,,,
julia_doughty,"{'followers_count': 2538, 'following_count': 2659, 'tweet_count': 200710, 'listed_count': 79}",Georgia,"Pentagon already said weather balloons have drifted from China under previous administrations.

Guess who also didn’t shoot them down…  yup. 👍🏼 

Jfc 😩 Why are Republicans like this?",2023-02-03 22:18:27+00:00,70944,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 20}",TRUE,pentagon already say weather balloon have drift from china under previous administrationsguess who also do not shoot they down   yup   jfc   why be republican like this ,['negative'],,,,
DonaldP34129855,"{'followers_count': 282, 'following_count': 291, 'tweet_count': 27626, 'listed_count': 2}",,Garland is ALLOWING Republicans to run for elected office. Imagine that. https://t.co/cPRtmJd5fg,2023-02-03 22:18:24+00:00,35876,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,garland be allow republican to run for elect office imagine that ,['negative'],,,,
Bananas_R_Silly,"{'followers_count': 119, 'following_count': 948, 'tweet_count': 14310, 'listed_count': 8}",,"@mtracey Nah, Schiff and Swalwell were kicked off because Republicans are vindictive dickbags who don't care about governance.

Ilhan Omar was kicked off because Republicans are *racist* vindictive dickbags who don't care about governance.",2023-02-03 22:18:23+00:00,42944,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  nah schiff and swalwell be kick off because republicans be vindictive dickbag who do not care about governanceilhan omar be kick off because republicans be racist vindictive dickbag who do not care about governance ,['negative'],,,,
solm,"{'followers_count': 957, 'following_count': 1497, 'tweet_count': 104722, 'listed_count': 42}",,"2 House Republicans caught saying Ilhan Omar removal was the 'stupidest vote in world' before begging reporters to not tell GOP leadership what they said
#CorruptGOP

https://t.co/7jSZT90Drx",2023-02-03 22:18:23+00:00,57825,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,  house republicans catch say ilhan omar removal be the tupid vote in world before beg reporter to not tell gop leadership what they say ,['negative'],,,,
jasonpaisley,"{'followers_count': 792, 'following_count': 1296, 'tweet_count': 48216, 'listed_count': 20}",Tennessee,"@bennoba @DWUhlfelderLaw Yes we do here's 905 cases of Republicans caught in sex scandals many of which involve children.

Conservatism is projection.

https://t.co/8qmZn9X7qD",2023-02-03 22:18:22+00:00,9633,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,   yes we do here   case of republicans catch in sex scandal many of which involve childrenconservatism be projection ,['negative'],,,,
TrumpHa07812722,"{'followers_count': 558, 'following_count': 819, 'tweet_count': 18301, 'listed_count': 0}",,"@Andie00471 Definately,these republicans haven't seen a vagina since they came out their mothers",2023-02-03 22:18:21+00:00,4705,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'impression_count': 1}",TRUE,  definatelythese republicans have not see a vagina since they come out their mother ,['negative'],,,,
KevTKel,"{'followers_count': 6251, 'following_count': 6242, 'tweet_count': 477893, 'listed_count': 5}",South Carolina,@KnotsThoughtz @mmpadellan The rich don't vote republican..the rich install republicans..,2023-02-03 22:18:18+00:00,67105,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 2}",TRUE,   the rich do not vote republicanthe rich install republican ,['positive'],,,,
jonathanjewel,"{'followers_count': 17401, 'following_count': 16862, 'tweet_count': 441833, 'listed_count': 298}",,@RepFeenstra Then tell Marjorie and other Republicans to repay their PPP loans,2023-02-03 22:18:17+00:00,25248,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 23}",TRUE,  then tell marjorie and other republicans to repay their ppp loan ,['negative'],,,,
kykhan5,"{'followers_count': 75, 'following_count': 392, 'tweet_count': 8592, 'listed_count': 1}",,"@santiagomayer_ Well if DeSantis jumps as expected, I guess this is what the Republican primary has in store for us 🤮",2023-02-03 22:18:17+00:00,97474,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 3}",TRUE,  well if desantis jump as expect I guess this be what the republican primary have in store for we ,['positive'],,,,
gapatriotgirlx,"{'followers_count': 1322, 'following_count': 2258, 'tweet_count': 1492, 'listed_count': 0}",Georgia,@RepHankJohnson You and your corrupt democrat pals vote nay on denouncing socialism (communism) did you? Think again buddy.,2023-02-03 22:19:45+00:00,35746,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",FALSE,  you and your corrupt democrat pal vote nay on denounce socialism communism do you think again buddy ,['negative'],,,,
HeyGre0,"{'followers_count': 58, 'following_count': 219, 'tweet_count': 2057, 'listed_count': 0}",,"@Angevin1170 As the Democrats have proved, people forget.",2023-02-03 22:19:43+00:00,63296,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",FALSE,  as the democrats have prove people forget ,['negative'],,,,
TerryLe17570641,"{'followers_count': 79, 'following_count': 114, 'tweet_count': 4291, 'listed_count': 0}",,@SenGaryPeters I second that.  We women are not second class citizens.  Democrats fight for the right for all of us.,2023-02-03 22:19:43+00:00,28450,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",FALSE,  I second that   we woman be not second class citizen   democrats fight for the right for all of we ,['negative'],,,,
